recid,Code,Check,Unit,Name
153,0302110000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS A*"
154,0302130000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA*"
155,0302140000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)"
156,0302190000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:OTHER"
157,0302210000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND *"
158,0302220000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND *"
159,0302230000,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND*"
160,0302240000,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND*"
161,0302290000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND*"
162,0302310000,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
163,0302320000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
164,0302330000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
165,0302340000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
166,0302350000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
167,0302360000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
168,0302390000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS *"
169,0302410000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
170,0302420000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
171,0302430000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
172,0302440000,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
173,0302450000,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
174,0302460000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
175,0302470000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), ANCHOVIES (ENGRAULIS SPP:), SARDINES (SARDINA PILCHARDUS, SARDINOPS SP*"
176,0302510000,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03:04: FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
177,0302520000,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
178,0302530000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
179,0302540000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
180,0302550000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
181,0302560000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
182,0302590000,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND*"
183,0302710000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
184,0302721000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
185,0302729000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
186,0302731000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
187,0302739000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
188,0302740000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
189,0302790000,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS C*"
190,0302810000,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:DOGFISH AND OTHER SHARKS"
191,0302820000,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:RAYS AND SKATES (RAJIDAE)"
192,0302830000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:TOOTHFISH (DISSOSTICHUS SPP:)"
193,0302840000,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:SEABASS (DICENTRARCHUS SPP:)"
194,0302850000,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:SEABREAM (SPARIDAE)"
195,0302891200,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:LONGFIN MOJARRA (PENTAPRION LONGIMANUS)"
196,0302891300,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:BLUNTNOSE LIZARDFISH (TRACHINOCEPHALUS MYOPS)"
197,0302891400,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:SAVALAI HAIRTAILS (LEPTURACANTHUS SAVALA), BELANGER'S CROA*"
198,0302891500,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH: INDIAN MACKEREL (RASTRELLIGER KANAGURTA) AND ISLAND MACKE*"
199,0302891600,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:TORPEDO SCADS (MEGALASPIS CORDYLA), SPOTTED SICKLEFISH (DR*"
200,0302891700,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:SILVER POMFRETS (PAMPUS ARGENTEUS) AND BLACK POMFRETS *"
201,0302891800,1,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH: MANGROVE RED SNAPPERS (LUTJANUS ARGENTIMACULATUS)"
202,0302891900,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:MARINE FISH:OTHER"
203,0302892200,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:OTHER: ROHU (LABEO ROHITA), CATLA (CATLA CATLA)AND SWAMP BARB (PUNTIUS*"
204,0302892400,6,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES: OTHER: OTHER: SNAKESKIN GOURAMI ( TRICHOGASTER PECTORALIS)"
205,0302892600,3,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:OTHER:INDIAN THREADFINS (POLYNEMUS INDICUS) AND SILVER GRUNTS (POMADAS*"
206,0302892700,5,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:OTHER:HILSA SHAD (TENUALOSA ILISHA)"
207,0302892800,0,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:OTHER:WALLAGO (WALLAGO ATTU) AND GIANT RIVER-CATFISH (SPERATA SEENGHAL*"
208,0302892900,2,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES:OTHER:OTHER:OTHER"
209,0302900000,4,KG,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.LIVERS AND ROES"
210,0303110000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:SOCKEYE SALMON (RED SALMON) (ONCORHYNCHUS NERKA)"
211,0303120000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:OTHER PACIFIC SALMON (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTS*"
212,0303130000,5,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)"
213,0303140000,2,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES: TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA*"
214,0303190000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.SALMONIDAE, EXCLUDING LIVERS AND ROES:OTHER"
215,0303230000,3,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS CARPIO, CA*"
216,0303240000,0,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS CARPIO, CA*"
217,0303250000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS CARPIO, CA*"
218,0303260000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS CARPIO, CA*"
219,0303290000,6,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TILAPIAS (OREOCHROMIS SPP:), CATFISH (PANGASIUS SPP:, SILURUS SPP:, CLARIAS SPP:, ICTALURUS SPP:), CARP (CYPRINUS CARPIO, CA*"
220,0303310000,0,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND ROES: HALI*"
221,0303320000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND ROES: PLAI*"
222,0303330000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND ROES:SOLE *"
223,0303340000,5,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND ROES:TURBO*"
224,0303390000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE), EXCLUDING LIVERS AND ROES:OTHER"
225,0303410000,5,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
226,0303420000,2,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
227,0303430000,6,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
228,0303440000,3,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
229,0303450000,0,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
230,0303460000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
231,0303490000,2,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.TUNAS (OF THE GENUS THUNNUS), SKIPJACK OR STRIPE-BELLIED BONITO (EUTHYNNUS (KATSUWONUS) PELAMIS), EXCLUDING LIVERS AND ROES:*"
232,0303510000,3,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
233,0303530000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
234,0303540000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
235,0303550000,5,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
236,0303560000,2,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
237,0303570000,6,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP:), SARDINELLA (SARDINELLA SPP:), BRI*"
238,0303630000,2,KG," FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEP*"
239,0303640000,6,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
240,0303650000,3,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
241,0303660000,0,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
242,0303670000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
243,0303680000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
244,0303690000,5,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE,MERLUCCIIDAE, MORIDAE AND MURAENOLEPI*"
245,0303810000,4,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES: DOGFISH AND OTHER SHARKS"
246,0303820000,1,KG,"FISH, FROZEN, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04.OTHER FISH, EXCLUDING LIVERS AND ROES: RAYS AND SKATES (RAJIDAE)"
